d1914a1 d1914a2 2I1M18P2I10P2D1P7I18P1D10P1I1P1D5P1I3P4M3D1I
d1x4ga1 d2cpxa1 7I2M1P3M2D2M2D2P3D24P1D2P5I1M8P2I40P2M1D1I
d1x4ga1 d2cpya1 13D4I1M2P1D28P1I6P5I20P1D17P3I1P1I2P1M1I1M2D9I
d1x4ga1 d2cpza1 15D15I1M37P6I37P1M5D5I
d1x4ga1 d2cq0a1 13D4I2M1D35P6I39P1M5D3I
d1x4ga1 d2cq1a1 8D1I1M2D1M1P1M2P1D58P2I16P1M4D4I
d1x4ga1 d2cq2a1 11D14I1M2P3D9P2I54P5I11P1M4D2I
d1x4ga1 d2cq3a1 15D8I1M1P1M35P4I38P1M4D4I
d1x4ga1 d2cq4a1 14D3I2M9I1P2I37P6I18P1D17P3M3D3I
d1x4ga1 d2cqda1 14D4I2M2P2I34P6I21P1D16P2I1M1P2M2D10I
d1x4ga1 d2cqga1 11D1I3M38P6I21P1D1P1D14P1M2I1P2M2D
d1x4ga1 d2cqha1 16D1M1P1D21P2I11P1D1P1D22P1I14P6M
d1x4ga1 d2cqia1 14D4I1M39P4I37P1D1P1M1D1I1M1I
d1x4ga1 d2disa1 17D24P2I8P1M4I2P2I23P1I1P1I14P2M4D11I
d1x4ga1 d2dita1 15D5I1M11P3I1P6I2P2I24P2I38P1M3D3I
d1x4ga1 d2ek1a_ 17D1M27P1I1M5P5I1M36P1M1P6D
d1x4ga1 d2ghpa1 17D25P1I9P2D38P1D1P3D
d1x4ga1 d2ghpa2 18D33P1D2P5I18P1D17P6D
d1x4ga1 d2ghpa3 15D2M1P1I11P1I22P1I1M1P3I1M17P1D21P3D
d1x4ga1 d2hzca_ 15D2P3I24P1I1P10I9P1M20P1D16P7D
d1x4ga1 d2u2fa_ 17D36P6I25P4M8P1M1P1M3D3I
d1x4ga1 d2ywka_ 14D1M1D1P2I34P5I1M37P1M6D2I
d1x4ga1 d3begb_ 17D11P1D22P1D28P5I10P3D1M2D9I
d1x4ga1 d3d2wa_ 17D34P1M1I17P1D2P1M1D16P6D
d1x4ga1 d3h2ve_ 14D1P2D24P1D49P5D
d1x4ga1 d3lqva_ 10D4P1M2D36P3I38P3I1P7I1M2I3P14I
d1x4ga1 d3md1a_ 17D35P6I38P1D1P1M3D2I
d1x4ga1 d3mdfa_ 14D3M1P1I33P6I39P6D
d1x4ha1 d1x5oa1 5D15I2M36P1D28P5D4P6I3P1I6P8D
d1x4ha1 d1x5sa1 7D4I64P6D14P1I2P2M3D3I
d1x4ha1 d1zh5a2 5D2I2P1I38P1D23P1D1P6D15P6D3I
d1x4ha1 d2adca1 6D1M10P1I25P5D24P6D16P1M4D31I
d1x4ha1 d2adca2 7D9I25P1I11P1M5D22P6D3P1D2P2I10P1M4D1I
d1x4ha1 d2b0ga1 7D7I36P5D23P6D6P1I10P5D
d1x4ha1 d2bz2a1 4D1I1M9P1D3P1D24P6D22P6D15P1M2P1M2D
d1x4ha1 d2cpda1 1M2P3M27P2I8P8D22P6D18P1M2D2I
d1x4ha1 d2cpea1 4D4I3M29P8I35P6D15P6D7I
d1x4ha1 d2cpfa1 10D33P1M2P2I1P1I24P6D15P2M4D4I
d1x4ha1 d2cpha1 2D3I2M1D2M35P2M1I2P1M25P5D17P4M
d1x4ha1 d2cpia1 6D6I2M12P1I7P2I19P2D5I1M23P5D3P1D8P9D
d1x4ha1 d2cpja1 5D4I2P1I36P6D22P6D15P6D6I
d1x4ha1 d2cpxa1 7D17I1M23P1D2P5I1M9P3D1M1D22P6D15P1M2P3M
d1x4ha1 d2cpya1 1D4P2M1P1I27P1I1M7P1D26P7D14P3I1P1I2P1M3D11I
d1x4ha1 d2cpza1 5D15I67P6D13P2M5D5I
d1x4ha1 d2cq0a1 5D5I1M65P6D15P6D4I
d1x4ha1 d2cq1a1 7D7I36P6D22P2D1P2D17P1M4D4I
d1x4ha1 d2cq2a1 7D17I1M8P1M2I26P6D22P6D5P5I11P2M3D1I
d1x4ha1 d2cq3a1 1I1P1I1P1I1M40P2D1P3M22P6D16P1M4D4I
d1x4ha1 d2cq4a1 2I2M2P1M3I1M3I1P2I36P2M4D4I1M20P7D15P1I2M4D3I
d1x4ha1 d2cqda1 5D5I1M2P2I34P3M24P1D1P6D15P2I1M2P1M2D10I
d1x4ha1 d2cqga1 5D5I2M63P8D13P2M1I2M3D2I
d1x4ha1 d2cqha1 6D2P1D21P2I11P8D23P5D15P3M1P2M
d1x4ha1 d2cqia1 2D2I3M1P1M36P1M1D1M3D2I1M21P6D17P1M1D1I1M1D1I
d1x4ha1 d2disa1 6D1P1D23P1I11P1D1P2M2P2I1M23P4D1M15P2M4D11I
d1x4ha1 d2dita1 3D3I1M2P1M10P3I1P6I1P2I1M23P1M4D2M21P6D17P2M2D2I
d1x4ha1 d2ek1a_ 6D1P1D27P1M1I10P1D24P6D15P6D
d1x4ha1 d2ghpa1 7D23P1I11P8D22P6D15P2M4D
d1x4ha1 d2ghpa2 8D34P2M3D1I2M21P7D15P6D
d1x4ha1 d2ghpa3 5D3P1I12P1I23P3D1M1P1I2M17P1D3P6D18P3D
d1x4ha1 d2hzca_ 3D2M2P1I24P1I1P10I11P6D21P7D14P7D
d1x4ha1 d2u2fa_ 7D36P1M2P1M25P5D1P2M2D1I3M7P1M1P1M3D3I
d1x4ha1 d2ywka_ 5D1I2P1I38P1M1P1D23P6D14P1M6D2I
d1x4ha1 d3begb_ 7D11P1D23P7D22P6D4P5I11P3D1M2D9I
d1x4ha1 d3d2wa_ 7D36P5D19P1M2D1P6D15P6D
d1x4ha1 d3h2ve_ 7D1I24P1D10P6D23P6D15P1D1M4D
d1x4ha1 d3lqva_ 7D5I1M36P1M3D1M22P6D16P1M10I1M2P2I1P14I
d1x4ha1 d3md1a_ 6D1P1D63P6D15P2M4D2I
d1x4ha1 d3mdfa_ 5D1I2M1P1I35P1M27P6D15P6D
d1x4ka1 d1x61a2 32P
d1x4ka1 d1x62a2 9I9P1D17P5D
d1x4ka1 d2cu8a2 11P1M13P1I7P
d1x4ka1 d2cuqa1 32P
d1x4ka1 d2d8xa1 32P
d1x4ka1 d2dj7a1 9P1D22P
d1x4ka1 d2dloa2 18P1I14P
d1x4ka2 d1x68a1 9P1I1P1I17P
d1x4ma1 d1x4na1 4D4I1M39P3M2P2D28P2M
d1x4ma1 d1zzka1 2D1M2D40P1M3P1D1P1D26P1M2D2I
d1x4ma1 d2axya1 5D1I1M39P3M4D26P1M2D
d1x4ma1 d2ba0a3 7D1M17P1M19P8D26P1M1D19I
d1x4ma1 d2ctea1 2D4I1M1D1I1M19P2M19P1I1M2P5D1M25P2I1P1M
d1x4ma1 d2ctja1 2I5M20P1M12P1I7P1I1M2P5D1M25P1I1M1I1M
d1x4ma1 d2ctka1 2D4I3M40P1M2P4D1M26P2I1P3I1M7I
d1x4ma1 d2ctla1 1P1M1P1M2P1I1P1I38P1M1I2P1M1D2M1D26P1I2M1I
d1x4ma1 d2ctma1 4D6I41P1M2P1M1D1M2D26P1I2M
d1x4na1 d1zzka1 4D1M74P
d1x4na1 d2axya1 4D2M40P1M3P2D25P2D
d1x4na1 d2ba0a3 7D37P1D2P5D26P1M18I
d1x4na1 d2ctea1 3D5I1M42P1M2P1M2D27P2I
d1x4na1 d2ctfa1 4D17I1M33P1I6P2D2P1D1M2D26P1I1P1I
d1x4na1 d2ctja1 4D6I1M33P1I6P1D2P1I3P1D1P1D26P2I
d1x4na1 d2ctka1 3D5I1M42P1M3P2D27P12I
d1x4na1 d2ctla1 4D3I1P2I2P1I39P1M1I1P4M27P2I
d1x4na1 d2ctma1 2P1M2P2I41P4M1D1M27P1I
d1x4na1 d2je6i3 7D1M28P1D1P2D4P1D2P5D5P1D2P1D2P1D1P1D12P1M2I
d1x4oa1 d1x4pa1 10D14P2D1I1M1P1D36P
d1x4oa1 d2dt6a1 8D40P1M1P1D14P7I
d1x4ta1 d1z0pa1 14D2I1M25P2I2P3I1M28P1M5D5I3M
d1x4ta1 d2crba1 4D12I1M3P1M1D1I1M2D1P1M1P2D24P1D30P1M6D6I
d1x4ta1 d2f23a1 11D2I1M1D1I2M2I26P2I1P1I1M1P2I29P1M6D3I
d1x4ta1 d2qamx1 8D1P2I5P1D14P1I12P1D1P3D2P1D1P1D22P1M6D1I
d1x4ta1 d2v6xa_ 3D17I1M1I1M3P1M3D1M1P4D24P1D28P1D2P1M5D1I
d1x4ta1 d3k6ca_ 1M13D13I1M25P1D32P1M1I2P1I3M2I1P8I
d1x4xa1 d1x4za1 10I12P2M12P1M14P2I1M9P1I1P2I7P1I4P1D26P3M
d1x4xa1 d1x5aa1 2I1M23P5M1I2M10P1D2M7P1D41P
d1x4xa1 d1x5fa1 10I5P1M3P1I2P1D14P2M1D1I1M1I11P1I9P1I2P1I41P
d1x4xa1 d1x5ga1 10I5P1M20P1M14P1M1I5P1D45P
d1x4xa1 d1x5ha1 10I1P1I4P1M21P2I14P1I1M1P1I9P1I41P10I
d1x4xa1 d1x5ia1 20I12P1D29P1M9P1I31P1D9P1I
d1x4xa1 d1x5ja1 1I25P2M2D6I2M10P2I1M2P1I3P1D27P2M16P
d1x4xa1 d1x5ka1 10I1P1I4P1M6P2I30P1I1P3I8P1I42P
d1x4xa1 d1x5xa1 9P1I2P1D18P1I1M9P2M1I1P1I1M31P2M16P
d1x4xa1 d1x5ya1 1I5P1M3P1I2P1D17P1I12P1I1M7P1I1P1I36P1I5P1D1M
d1x4xa1 d1x5za1 10I5P1M20P2D1M13P1I51P
d1x4xa1 d1y6kr1 3I13P1D12P1M2D1P1I1M10P1I1M7P1I11P2I2P1I3P1I11P1M9P1I4P1M2D
d1x4xa1 d1y6kr2 2I13P1D11P9I1P3M1P2I1M10P2I1M6P1D10P1I4P1D11P2I16P2D
d1x4xa1 d1zxqa1 1P1I9P1I6P1I10P1D3P1I9P5D8P11I1M6P1M2P2M13P6I14P2D
d1x4xa1 d2b5ib2 2I27P2M1P2I1M10P1I1M2P2I8P1I23P2I1P2I16P1D
d1x4xa1 d2b5ic1 2I25P1M3D1I1M11P1I2M32P6I1P1M11P5D
d1x4xa1 d2b5ic2 2D12P1M8P1M3P1D3P1D9P1M3I1M6P2M5I8P1I1P1I14P3D2P1M1I3P1D7P1M1D1I
d1x4xa1 d2crma1 10I10P1I1M13P1I2P1M15P2I51P
d1x4xa1 d2crza1 1I10P1I15P1I1P1M14P1I1M51P
d1x4xa1 d2cuha1 2P1M7P1I4P1D11P3D1M11P2D2I2M7P1I31P1D7P1I2M11I
d1x4xa1 d2cuia1 3I24P1D1M2D1M12P2M9I3M6P2I24P1M6P1D7P2D
d1x4xa1 d2cuma1 1I5P1M20P3D12P2M11P1I29P1D9P2I
d1x4xa1 d2d9qb1 3D8P1M1I1M1P2I10P1I2P2M2P1I8P1M5D5P3M1P9I9P1M1D11P2D1P1I1P1M10P3D
d1x4xa1 d2djsa1 26P1M14P1I1M2P2I3P1D45P
d1x4xa1 d2dn7a1 1P1D24P1M14P2M1P1I8P1I31P1D9P1I
d1x4xa1 d2dtge1 1I12P3I27P1D1P1D1M8P5I1P1I2P1I9P1D19P1D9P2I
d1x4xa1 d2dtge2 2I5P1M20P1D3P1I11P1M3D21I1M6P1I24P4I1M6P1D8P1D
d1x4xa1 d2dypd2 1I8P1M1I1P1I8P1I4P1D3P3D9P3D6P1D4P2I1M10P1M11P1I2P2I13P3D
d1x4xa1 d2fcba2 1D1M8P1I2M3P1I10P2M2D9P3D1P1D16P1M3P2M15P1D12P1I
d1x4xa1 d2fnba_ 5I5P1M17P1M1D2M1D2M11P1I1M3P1I7P1I24P1D13P3D
d1x4xa1 d2gysa2 5I13P1D10P1D1P2M2P2I11P1I1M2P2I3P1D12P2I15P6I15P1M2P1I
d1x4xa1 d2gysa4 5I5P1D4P2D1P2D8P7D1M10P1I1M2P2I31P5I13P5D
d1x4xa1 d2haza1 2I11P1D14P1M1I14P1I1M10P1I2P4I39P
d1x4xa1 d2hfta1 5I14P1D8P3M3D2P1D18P1I10P2I1P1I14P3I1P1I1P2M12P1M1D2I
d1x4xa1 d2hfta2 1I13P1D11P1M1I1M8I1M2I1M1P2I1M10P1D1M4P1D15P1D11P2I1P2I13P4D
d1x4xa1 d2hyma1 7I1M10P1M1I1P2D12P1D13P1I1M1P1I5P2I2P1I10P2I16P1M13P1M2D6I
d1x4xa1 d2hyma2 4D7P1D11P1M3D6I2M1P1M10P1D1M9P2I1P4I21P2M1D2I1M1P1M13P6I
d1x4xa1 d2ibga1 6I24P1I3P2M12P1M1I1P1I9P2I23P2M7P9D
d1x4xa1 d2ic2a1 1D11P3D26P1M10P1M12I33P1I5P1D1P
d1x4xa1 d2je8a1 4P1I6P1M3P2I12P1I1P1I14P2D3P1I1M5P9I1M7P1I4P8I12P1M6P1D6P3D
d1x4xa1 d2oz4a2 1I2P1I8P1I2M3P1I11P1D3P1M1I8P5D1P1M1D2P3M1P8I9P1I2M11P1D7P1D8P1D
d1x4xa1 d2rb8a_ 2I26P3D12P1M1I2P1I3P1D4P2I24P1M6P1D8P1D
d1x4xa1 d2vkwa2 26P1M14P2M2P1I7P1I31P1D7P2D
d1x4xa1 d3b5ha1 1I8P2I1P1M1P1D3P1I9P1D2P1D11P1D3P1M5P8I2M2P3I10P1M1I1M13P1D4P1D7P2D
d1x4xa1 d3d85d3 1I12P3D10P1I2P1M3I1M10P1D1P4D1M13P1D2M2D11P2I1P1I7P1D4P5D
d1x4xa1 d3n1fc_ 1I24P1D1P2D13P1I1P1I1P2I9P1I39P2D
d1x4za1 d1x5fa1 6D6I2M26P1I2P2D2I2M11P2D48P1D5P1I1P
d1x4za1 d1x5ga1 6D6I2M7P1M19P1M15P1D7P1D2P1D2P2D34P1D5P1I1P
d1x4za1 d1x5ha1 2I1M5D3I2M3P1I4P1M19P2I1M15P1D4P1M5P1D38P1D5P1I1P10I
d1x4za1 d1x5ia1 3D13I4M14P2M1P1D9P4M13P3D1P1M6P1D35P1D9P1I
d1x4za1 d1x5ja1 9D26P1M3D7I1P1M15P1M5P1D2P2D34P1D5P1I1P
d1x4za1 d1x5ka1 4D4I1M6P1I4P1M6P2I12P1I4P1D12P1D2M3P2I2P1M6P1D41P
d1x4za1 d1x5xa1 10D25P2M3P1I1M9P1M1D1M2P1I7P1D2P2D34P1D6P1I
d1x4za1 d1x5ya1 9D25P1I2P1M14P1D9P1I4P2D41P
d1x4za1 d1x5za1 6D6I1M8P1M18P1M1P2D1M12P1D7P1D5P2D34P1D5P1I1P
d1x4za1 d1y6kr1 7D1M14P1M1P1D10P1M1D2M12P1D13P2D6P1I3P1I2P1I2P1I26P1M1D
d1x4za1 d1y6kr2 7D4P1D12P1D9P10I2M1D1I2M1I1M19P1D4P3D7P1M1P1M13P2I15P1D1M1D
d1x4za1 d2b5ib2 8D28P3M1P2I10P1D6P1I2P1M6P1D24P4I10P1D5P1M
d1x4za1 d2b5ic1 8D26P2M3D2I2P1D9P1D7P1D5P2D23P5I2P1I9P1D2P4D
d1x4za1 d2crma1 4D4I1M15P1I14P1I17P1M1D12P2D34P1D5P1I1M
d1x4za1 d2crza1 9D11P1I13P1I19P1D9P1D2P2D34P1D5P1I1P
d1x4za1 d2cspa1 4D4I1M17P1I12P1M6I13P7D21P3M2I2M24P2I3P5I
d1x4za1 d2cuia1 2P1M7D3M21P1D1M2D2M11P1D2P1M2D9I2M39P1D3P1D4P1D
d1x4za1 d2cuma1 1M9D2M9P1M12P1M1P3D12P2D2P1M1D9P1D31P1D9P2I
d1x4za1 d2djsa1 10D24P1I3P1D13P1D4P1M1I5P1D2P2D34P1D6P1I
d1x4za1 d2dn7a1 10D12P1M1P1D10P1M15P2D3P1M5P1D10P1M1D1M3P1I19P1D6P3M1I
d1x4za1 d2dtge1 8D1P1D1M11P1I1P2I11P2M14P2D1P1D1P1D7P4I1M1P2M1P1M9P1D19P1D2P1D5P1M3I
d1x4za1 d2dtge2 8D44P1M4D21I1M1P1D5P2D24P4I1M6P1D2P1D6P
d1x4za1 d2fnba_ 9D4I2M4P1M5P1M10P4M2D14P1D2P2M5P1D27P1D2P1M7P1D4P2D
d1x4za1 d2gysa2 5D2M17P1D10P2D1I1M2P2I11P1D4P1M1I5P1D2P2D7P2I16P6I11P1D6P2I
d1x4za1 d2gysa4 5D2M8P1D6P4D7P6D2P1D9P2D4P2I5P1D3P1D7P1D1M2P1I12P5I11P1D2P4D
d1x4za1 d2haza1 8D13P1D11P1I18P1D7P1D8P3I33P1D6P1I
d1x4za1 d2hfta1 1M6D1I1M14P1M1P1D8P3M3D2P1D9P2D12P2D9P2I1P1I14P4I1P2M4P1D8P2I1M
d1x4za1 d2hfta2 8D1P1D14P1D9P1I1M10I1M2D2I1M1P2I11P3D5P1D2P1D2P2D7P1D15P2I1P2I10P1D2P1M3D
d1x4za1 d2ibga1 6D2I28P1I1M1P2M21P1D39P9D
d1x4za1 d2ic2a1 11D11P3D9P1I1P1M3P1D11P1M3D12P10I1M40P
d1x4za1 d2rb8a_ 7D1P1M1D11P1M14P3D12P1D3P2M5P1D35P1D2P1D6P
d1x4za1 d2vkwa2 10D11P4M26P1D1P1M1P1D1M9P1D7P1M23P1D6P1D1P1D
d1x4za1 d3n1fc_ 9D26P3D18P1I6P1D38P1D5P1D
d1x51a1 d2a6ta2 10D12P1M2D1M11P3D11P3M1D1M12P1I10P1I9P4D11P2D1M6P1I1M12P3I1M1P1I3P1D1M11P13I
d1x51a1 d2azwa1 7D12I1M15P2D10P1D1P4D10P3M1D1M19P1D10P2M1D7I2M11P2D7M1I1M1I1M27P1I1P1M1I
d1x51a1 d2b06a1 5D1M3P1M1P1I12P2D10P4D2P1D9P3M1D1M20P1D10P1M1D1P2I1M11P2D3M1P1D3P3I1M13P1I4P1D11P20I
d1x51a1 d2b0va1 9D1M12P4D12P1M1D1M10P3M1D1M12P1I7P2D12P2I12P1M3D2M1P3M2I1M4I14P2I2P1I14P12I
d1x51a1 d2fb1a2 9D7I1M27P1D1M12P3M1D1M19P1D12P2I3M11P1D3M2P1M1P2I3P1I10P2D17P8I
d1x51a1 d2fkba1 17I2M3P1M1I1M15P3D10P1I1P3M6P1I6P3M1D1M19P1D12P3M11P4D6P1I1M3I7P1I4P1I2P1I14P1I2P
d1x51a1 d2fvva1 3M6D5I1M12P1M1D2M11P3D2M9P3M1D1M12P1I6P2D12P2D1M11P3D1P1M1P1M1P1M3I1P4I1M15P2I9P3D1P1D
d1x51a1 d2i8ta_ 3I2M2P1I1M2P2I1P1M14P3D10P1M1D1M13P2I16P3D1P1M2P1I11P3M8I2M11P3D3P2M1I1M1I1M3I1M13P1I8P1D2P5D
d1x51a1 d3a6sa_ 6D1M2D2M11P3D9P1M4D3M9P3M1D1M19P1D10P6M10P2D3M1P1D1M2P3I1M11P2M12P4M
d1x51a1 d3dkud_ 7D1I1M1D1M12P4D11P1M2D1M10P3M1D1M12P1I5P1D1P1D1M11P1M1I13P1D1P1D1M5P1M5I1M13P1I2P1I14P15I
d1x51a1 d3gwya_ 6D2M1D2M11P4D8P7D10P3M1D1M11P1I2P1M5P2D10P5M10P2D2M2P1D3P2I7P1I19P3M1D
d1x51a1 d3r03a_ 9D14P3D11P2M12P3M1D1M11P1I2P1M18P2M12P2D3M1P1D3P2I1M1P1I28P1I
d1x51a1 d3zr0a_ 9D1M11P4D11P1M1D1M12P3M1D1M12P1I1P1M5P2D14P2I11P3D2M5P1M3I21P1M5P2I1P1M24I
d1x52a1 d2qi2a3 7D21P2D29P6D43P1D1M1D1I
d1x52a1 d2vgna3 11D100P4I
d1x53a1 d1xfsa_ 2D3I1M29P1I1P4I7P1I4P1I4P1M2P5I1M1P1I18P1M5D7I1M1P1M23P1M3I1P1I8P1I6P1D9P1M2D4I
d1x53a1 d1xn5a_ 1D2I1M30P1M1D1M1D5P1I2P1I3P1M1P2M1P4M1I16P1M6D26P13I25P3D
d1x53a1 d1xuva_ 1D9I2M30P5I4P1I12P1M1P7I1M24P1I15P1I12P1M3I1P1I6P1I8P1D9P1M2D6I
d1x53a1 d1z94a1 2D30P1I1P4I4P1I12P1I2P7I1M23P1D1P2D31P1I9P1D6P1D1P1M1P1M1D1I
d1x53a1 d2d4ra1 3D30P1M2I5P1I2M1P1I8P1M6I1M1P1M4P1D4P1I7P4M1D2P2D26P5I1M3I1P2I11P1D10P1M2D3I
d1x53a1 d2flha_ 1D2M20P1I2P1I9P2I1P1I3P1M3I1M9P1M1P6I1M11P1M1I7P1M1I1M4P1I2M12P1I14P1D12P1D10P3D
d1x53a1 d2il5a1 3I32P3I2P2I2P1I13P1M1P7I21P5D2I15P1I13P14I1P1I1M12P1D9P1M2D4I
d1x53a1 d2l65a1 2D2I1M22P1M1P2M5P1I1M3I2P3I9P2M2D6I1M1P1D1M21P2I1M1I1M15P1I9P1I3P2I5P1M2I1P2I3M5P1D9P1M2I2M1I
d1x53a1 d2nn5a1 8I1M32P1D5P1I10P1M1P2I4M17P7D1P1D11P1I13P1I1M1I1M12P1D9P2M1D25I
d1x53a1 d2ns9a1 1D32P2I1M6P1M1P2D4P1M1P1M9I1M23P2I2P2D26P4I1M1I1P1I1M2I2P1I9P1D11P1D
d1x53a1 d2pcsa1 3D30P1M1I4P2M1D1I2M3P1M1P1M1P1M8I1M1P1I18P1M3P2I2P2D12P1I14P1M3I1P3I1M2I2P1I8P1D10P1M2D1I
d1x53a1 d2q3qa_ 1I1M24P3D1P8D1M1P7D1M2P1D2P1M12P1I7P1M2P1I2P2M12P1I2P1I10P1M1P4I2P1M11P1D9P1M2D1I
d1x53a1 d2qima_ 1D2M21P1I1P1I9P2I4P1M3I1M11P6I14P1I6P1I1M3P1M1P1M1I1M12P1I1M11P2M5I2P2I11P1D10P1M2D5I
d1x53a1 d2qpva1 2M1I1M30P1M2I4P2M1D1I1M1D1M2P1M1P3M2I4M16P1M3D2M28P1I2P2I12P1D9P1M2D
d1x53a1 d2rera1 1D1M31P1M1I6P2I1M2I1M6P1M2P6I1M1P1M1P1I3P1D4P1M1I6P4M1D2P1M1D12P2M12P7I1P1I13P1D9P1M2D9I
d1x53a1 d2wqla_ 2D1M19P1I3P1I9P2I1P1I3P1M2I10P1M1P6I1M13P1I6P2M2P1I1P1I1P2M13P1I11P1M5I1M2P2I12P1D9P1M2D1I
d1x53a1 d3elia1 3D30P5I3P3I4P1I8P1M2P6I1M22P2M2I1M14P1D1P1D12P1I13P1D9P3D
d1x53a1 d3f08a_ 3D20P1I1P1M1P2M5P1M6P1M1I2M3P1M4P2I13P1I7P2M3P2M1D12P2I14P4I1P1I12P1D7P1D2P2M1D
d1x53a1 d3ie5b_ 3I1P1I1P1I20P1I3P1I9P2I6P4I9P1M1P6I2M12P1I6P1M1I1M3P1I1P2M25P1M5I2P2I12P1D9P1M2D6I
d1x53a1 d3ijta_ 1D1I2M30P1I1M6P3I3P1I3P1M1P1M2P1M1P1I1M1P1I15P2M3D2P1M1D12P1I1M11P1M7I14P1D7P1D3P1M1D
d1x53a1 d3uida_ 2D10I1M31P5I4P1I13P7I1M22P1M5I1M2P1M24P1M3I1P1I5P1I9P1D6P1D2P1M2D4I
d1x57a1 d1y9qa1 3D5I1M52P1I1P1M3P2M2D1M2P1M9D9I
d1x57a1 d2awia1 4D1M22P1D1M31P1I1P2I2P2D2P1M10D1I
d1x57a1 d2b5aa1 2D5I1M1I1M54P1I3P4M3P1M7D2M1I
d1x57a1 d2bnma1 3D2I1M40P1I18P4D2P1M9D6I
d1x57a1 d2ofya1 2D9I1M1I1M12P2D26P1I18P2I3P2M11D6I
d1x57a1 d2r1jl_ 4D1I1M58P2I2P1D1P1D1M9D
d1x57a1 d2xi8a_ 4D1I1M2P2D54P3D2P10D6I
d1x57a1 d3s8qa_ 3D4I1M54P1I3P1M1D1I1M1D1P1M1P1M7D1I2M3I
d1x5aa1 d1x5fa1 3D11I2M20P1M3I1P1M1D1M2D1M11P1I1P1I1M6P2I1P1I25P1M15P
d1x5aa1 d1x5ga1 3D11I23P1M3D3I1M1D2M9P1I2P1I1M48P
d1x5aa1 d1x5ha1 1I1M1I1M7I1M23P2M1D2I1M1D1I3M9P1I2P2I8P2I25P1M15P10I
d1x5aa1 d1x5ia1 2D21I1M3P1D5P1D14P2M1P1M1D2M10P2M1I7P2I32P1D8P1I
d1x5aa1 d1x5ja1 3D2I1M22P1I3P2I2M12P1I2P2I1P1I31P1M16P
d1x5aa1 d1x5ka1 2D11I1M10P1M2I1M10P2M3D3I1M1D2M10P2I1M3I1M7P2I25P1M15P
d1x5aa1 d1x5xa1 3D1I1M22P5M14P1M3I1M2P1I27P3M15P
d1x5aa1 d1x5ya1 3D2I1M23P2D2I3M1P1M10P1I1P1I1M3P1I1P1I4P1I24P1M8P1I5P1M1D
d1x5aa1 d1x5za1 3D11I1M23P2D2M1D12P2I9P1I41P
d1x5aa1 d1y6kr1 2D3I2M9P1M1P1D11P1M1D1M3P1D9P1I2P1I1M5P1I2P1I7P3I4P1I1M20P1M6P1M1D
d1x5aa1 d1y6kr2 2D2I2M7P1D3P1M9P1M9I1P1I3P2M11P2I2P1I1M14P1I4P1D11P2I15P1D1P1D
d1x5aa1 d2b5ib2 2D2I1M23P1I2M4P1M13P4I6P1I1P1I23P2I1P2I16P1D
d1x5aa1 d2b5ic1 3D3I10P1M13P2D2M1D1M13P2I7P1I23P6I1P1M11P5D
d1x5aa1 d2b5ic2 3D2P1D5P1D3P1I1P1M10P1M1D2M2D1M9P2I2P1I2P1I3P1M1I1P5I1M7P1I1P1I15P2D1P2M4P1D6P1M1D1I
d1x5aa1 d2crma1 3D11I1M8P1I14P1M5D5I2M9P2I2P1M1P1I6P1I41P
d1x5aa1 d2crza1 2D2I1M2P1D6P1I13P2M5D5I2M9P1I2P1I8P1I25P1M15P
d1x5aa1 d2cuha1 2D2M10P2M11P2D2M2D1M11P1I8P2I31P1D8P1I1P11I
d1x5aa1 d2cuia1 2D3I2M23P2D1P3D1I1M10P1M10I1P1M6P3I24P2M6P1D6P2D
d1x5aa1 d2cuma1 3D2I1M23P2D1M2D2M10P1I8P1I1P1I32P1D8P2I
d1x5aa1 d2djsa1 3D1I1M22P1M4D3I1M1P1M9P1I2P3I1M32P1M15P
d1x5aa1 d2dn7a1 2D1M2P1D19P2M3D3I1M1D2M9P1I2P1I1M7P2I32P1D8P1I
d1x5aa1 d2dtge1 2D1I2M11P3I12P1M1D3M1P1M9P1D8P6I1P1I1P1M1I9P1D20P1D8P2I
d1x5aa1 d2dypd2 1D2M2P1D7P2I2P1I2P1I9P1M2D1M3D1M8P2D1P1M7P2I1M10P1M11P1I2P2I9P1D4P2D
d1x5aa1 d2fnba_ 2I1M1P1M1I1M20P2M3D1P1M2P2M8P2I1P1I9P2I31P1D6P3D
d1x5aa1 d2gysa2 3D6I1M9P1M1P1D11P3M1P1M11P1I1P1M3I1M15P2I15P6I17P1M1I
d1x5aa1 d2gysa4 3D5I1M1P1M6P2D1P2D7P1D1P7D11P1I1P3I1M7P1I23P5I13P5D
d1x5aa1 d2haza1 3D2I1M1P1M19P2M4D4I3M9P1I2P1I9P2I1P4I23P1M15P
d1x5aa1 d2hfta1 1D1I1M1D4I1M12P1D9P1M2D1M2D1M1D9P1I1M1P1M4P1I3P1I8P2I1P1I14P3I1P1I2P1M5P1M7P1I1M
d1x5aa1 d2hfta2 3D1I1M1P1M17P1I4P8I1P3I1M1P3M11P2M18P1D11P2I1P1I2P1I11P4D
d1x5aa1 d2hyma2 5D1P1D4P1D17P2I4P1M19P3I1P4I21P2M1D2I1M1P1M13P6I
d1x5aa1 d2ibga1 3D7I1M23P4M1P2M9P2I1P1I2M7P3I23P3M6P9D
